trip_id,pickup_datetime,pickup_location,trip_type,distance_miles,duration_minutes,fare_amount
30989,2025-09-09 06:17:12,Old Trafford,Airport,12.51,52.0,22.46
30990,2026-05-06 17:35:22,Manchester Airport,Premium,31.95,91.0,64.79
30991,2025-07-21 00:23:50,Stockport,Premium,32.64,158.0,66.89
30992,2026-03-02 19:27:39,Trafford Centre,Airport,34.06,160.0,65.45
30993,2025-12-30 19:58:54,Deansgate,Standard,20.9,100.0,27.58
30994,2025-10-03 14:19:15,Old Trafford,Premium,15.29,37.0,22.68
30995,2026-01-24 09:58:09,Trafford Centre,Standard,9.16,42.0,13.4
30996,2025-08-21 22:50:57,Piccadilly,Airport,10.24,32.0,20.63
30997,2026-01-15 06:40:48,Piccadilly,Airport,20.67,43.0,33.11
30998,2026-04-10 14:17:41,Piccadilly,Standard,23.75,53.0,63.77
30999,2025-09-16 20:18:27,Stockport,Premium,26.37,61.0,43.23
31000,2025-09-28 04:01:13,MediaCityUK,Premium,32.39,83.0,50.86
31001,2025-10-10 15:30:12,Piccadilly,Business,25.55,73.0,41.79
31002,2026-03-24 10:53:50,Trafford Centre,Airport,5.93,25.0,15.52
31003,2025-07-17 14:49:55,Deansgate,Airport,5.04,22.0,6.28
31004,2025-07-24 16:26:48,Trafford Centre,Business,5.73,29.0,14.87
31005,2025-12-02 07:04:12,Salford Quays,Business,2.61,6.0,7.09
31006,2025-09-18 08:23:14,Old Trafford,Standard,34.02,159.0,75.99
31007,2025-12-26 10:33:57,Piccadilly,Business,19.32,50.0,23.93
31008,2025-06-25 22:05:33,MediaCityUK,Premium,31.21,144.0,82.96
31009,2025-09-06 15:47:07,Deansgate,Business,3.56,13.0,5.56
31010,2025-08-07 08:51:02,Deansgate,Standard,33.18,128.0,86.68
31011,2025-12-21 16:13:56,Stockport,Premium,6.83,28.0,13.08
31012,2026-02-10 05:29:34,Piccadilly,Standard,27.34,93.0,56.16
31013,2026-01-29 16:16:55,MediaCityUK,Airport,21.41,100.0,48.37
31014,2025-09-29 19:16:06,Piccadilly,Airport,24.88,55.0,53.7
31015,2026-05-20 21:12:20,Deansgate,Premium,10.31,31.0,16.75
31016,2026-01-27 09:33:15,Deansgate,Airport,15.19,52.0,23.64
31017,2025-11-29 22:09:00,Stockport,Standard,19.13,42.0,44.84
31018,2025-08-07 03:11:31,Stockport,Airport,21.4,62.0,33.48
31019,2026-03-19 14:58:45,Old Trafford,Airport,31.55,124.0,39.34
31020,2026-04-02 23:53:46,Salford Quays,Standard,19.49,54.0,37.31
31021,2025-06-28 18:30:45,Stockport,Premium,1.78,7.0,2.25
31022,2025-12-26 04:48:22,Deansgate,Business,19.04,72.0,23.21
31023,2026-01-14 13:37:42,Stockport,Premium,8.24,24.0,16.99
31024,2025-12-14 15:22:35,Deansgate,Business,2.3,10.0,4.26
31025,2026-04-11 22:34:27,Stockport,Premium,28.32,60.0,76.66
31026,2026-02-06 10:48:16,Salford Quays,Premium,8.32,29.0,13.44
31027,2026-04-24 18:30:42,Stockport,Airport,34.12,71.0,72.46
31028,2025-09-05 01:48:04,Salford Quays,Business,18.57,79.0,41.88
31029,2025-10-23 18:02:45,Manchester Airport,Business,15.48,49.0,21.63
31030,2026-05-06 13:25:54,MediaCityUK,Premium,30.89,144.0,77.82
31031,2025-09-28 10:20:39,Old Trafford,Premium,31.51,142.0,76.18
31032,2025-12-09 13:28:20,Piccadilly,Airport,33.41,67.0,46.85
31033,2026-05-06 07:31:37,Salford Quays,Business,32.54,85.0,41.65
31034,2026-01-26 21:31:53,Salford Quays,Business,33.33,108.0,57.64
31035,2025-09-07 05:35:04,Deansgate,Airport,30.82,70.0,85.89
31036,2025-11-14 17:26:31,Salford Quays,Business,8.16,32.0,15.74
31037,2026-04-03 02:06:35,Old Trafford,Premium,30.4,140.0,81.47
31038,2026-04-13 01:22:35,Manchester Airport,Business,22.01,50.0,48.24
31039,2026-03-24 02:10:06,Piccadilly,Airport,22.62,79.0,39.84
31040,2025-10-07 13:59:24,Salford Quays,Standard,34.8,136.0,69.6
31041,2025-07-31 20:41:59,MediaCityUK,Business,34.2,133.0,61.79
31042,2025-07-27 13:11:41,MediaCityUK,Premium,1.73,5.0,2.97
31043,2025-10-31 16:10:10,Old Trafford,Standard,7.29,27.0,19.39
31044,2026-02-11 19:07:00,Trafford Centre,Premium,28.34,138.0,49.76
31045,2025-11-15 11:48:54,Manchester Airport,Premium,10.69,49.0,29.3
31046,2025-09-26 14:42:08,Old Trafford,Premium,23.26,52.0,49.72
31047,2026-05-23 10:41:18,MediaCityUK,Premium,28.3,121.0,59.89
31048,2025-09-17 15:45:07,Deansgate,Airport,21.37,95.0,46.82
31049,2026-04-06 01:14:34,Trafford Centre,Premium,5.07,14.0,8.17
31050,2026-03-22 14:21:34,Manchester Airport,Airport,18.68,72.0,35.09
31051,2025-06-25 20:20:42,Old Trafford,Business,22.42,98.0,39.22
31052,2025-07-13 02:39:20,Piccadilly,Airport,11.6,26.0,23.98
31053,2025-07-06 20:25:07,Salford Quays,Premium,7.62,29.0,18.09
31054,2026-02-08 10:48:48,MediaCityUK,Airport,26.46,123.0,63.68
31055,2026-03-30 14:10:45,Old Trafford,Standard,19.19,88.0,36.26
31056,2025-12-16 14:39:44,Old Trafford,Airport,17.23,60.0,24.04
31057,2025-12-23 04:55:05,Old Trafford,Standard,17.35,65.0,28.29
31058,2025-10-04 02:41:09,Old Trafford,Business,12.7,61.0,31.0
31059,2025-08-13 04:18:27,Manchester Airport,Business,9.92,46.0,13.79
31060,2026-04-24 11:57:22,Manchester Airport,Standard,9.67,43.0,23.98
31061,2026-01-17 03:38:15,Salford Quays,Business,10.06,31.0,25.94
31062,2026-05-01 20:48:56,Salford Quays,Standard,4.39,19.0,7.64
31063,2025-12-21 23:14:06,Trafford Centre,Airport,4.02,20.0,6.59
31064,2026-02-18 13:03:29,Stockport,Premium,20.38,84.0,35.62
31065,2025-08-02 18:53:33,Piccadilly,Business,31.86,104.0,55.39
31066,2025-07-15 17:55:25,Piccadilly,Standard,22.35,56.0,46.95
31067,2026-06-14 15:09:16,MediaCityUK,Airport,5.26,16.0,14.32
31068,2025-08-02 20:21:55,Salford Quays,Business,21.91,87.0,58.41
31069,2025-09-14 22:33:19,Old Trafford,Premium,15.33,36.0,26.31
31070,2025-09-09 16:57:18,MediaCityUK,Premium,20.06,81.0,44.2
31071,2025-08-11 14:16:45,Trafford Centre,Premium,9.77,38.0,20.94
31072,2025-10-05 07:08:05,Piccadilly,Business,8.62,38.0,18.71
31073,2025-07-10 16:51:41,Salford Quays,Airport,24.73,83.0,62.49
31074,2025-09-04 09:55:15,MediaCityUK,Business,5.6,27.0,9.15
31075,2025-12-11 14:05:21,Deansgate,Business,27.49,57.0,52.22
31076,2025-12-22 16:41:17,MediaCityUK,Premium,15.22,45.0,21.92
31077,2025-12-19 17:14:59,Piccadilly,Standard,28.11,134.0,44.23
31078,2026-02-23 16:17:06,Piccadilly,Airport,6.23,23.0,12.62
31079,2026-05-07 19:22:24,Piccadilly,Premium,12.37,56.0,23.34
31080,2025-07-22 17:58:29,Manchester Airport,Standard,22.52,62.0,54.47
31081,2026-05-02 23:34:14,Piccadilly,Business,13.11,55.0,16.17
31082,2026-02-20 00:47:50,Trafford Centre,Airport,13.12,54.0,23.74
31083,2025-09-12 02:37:26,Salford Quays,Airport,30.59,118.0,65.15
31084,2025-12-30 03:35:08,Deansgate,Airport,8.62,39.0,16.78
31085,2026-06-09 16:30:43,Salford Quays,Airport,30.2,67.0,71.0
31086,2025-11-20 07:31:24,Stockport,Business,7.2,15.0,19.53
31087,2026-06-21 13:35:47,Stockport,Airport,1.05,3.0,1.97
31088,2025-12-10 22:40:01,Old Trafford,Premium,3.46,11.0,8.82
31089,2025-10-12 20:58:52,Trafford Centre,Standard,20.1,96.0,48.03
31090,2025-07-08 12:02:20,Trafford Centre,Business,33.52,131.0,83.75
31091,2026-01-11 03:11:33,Stockport,Premium,31.94,149.0,46.62
31092,2025-12-06 01:49:47,Manchester Airport,Premium,2.57,10.0,4.15
31093,2026-03-21 17:12:22,Salford Quays,Premium,4.76,19.0,13.15
31094,2025-08-12 22:53:41,Deansgate,Airport,15.98,40.0,34.2
31095,2026-01-13 04:50:01,Piccadilly,Business,14.78,74.0,31.05
31096,2025-09-19 22:00:37,Stockport,Business,29.55,119.0,36.41
31097,2025-07-24 10:51:13,Old Trafford,Airport,12.91,39.0,19.44
31098,2025-06-28 00:20:51,Manchester Airport,Business,27.86,59.0,37.74
31099,2026-02-02 20:30:12,Salford Quays,Standard,17.7,66.0,27.1
31100,2025-07-28 03:00:03,Deansgate,Airport,20.24,53.0,33.33
31101,2025-12-10 04:39:08,Manchester Airport,Standard,31.1,70.0,58.57
31102,2026-02-17 17:02:49,Trafford Centre,Premium,34.48,126.0,67.63
31103,2025-10-25 10:30:55,Old Trafford,Business,3.47,10.0,7.17
31104,2025-09-26 22:41:00,Deansgate,Airport,14.96,56.0,40.47
31105,2026-02-22 12:04:05,Old Trafford,Airport,10.22,47.0,14.58
31106,2025-08-24 19:09:34,Manchester Airport,Standard,28.69,101.0,52.99
31107,2026-05-23 10:31:30,Deansgate,Business,27.92,127.0,35.8
31108,2025-11-05 02:52:13,MediaCityUK,Business,2.55,12.0,3.28
31109,2025-11-12 00:36:33,Piccadilly,Airport,24.29,85.0,67.08
31110,2025-08-06 03:17:58,Trafford Centre,Premium,5.11,15.0,11.78
31111,2026-01-28 22:33:33,Old Trafford,Standard,17.34,65.0,36.25
31112,2025-12-21 01:01:29,Stockport,Standard,17.6,83.0,42.35
31113,2025-08-05 09:00:59,Salford Quays,Airport,32.14,117.0,58.48
31114,2026-05-05 14:33:07,Old Trafford,Business,31.54,132.0,73.78
31115,2025-07-20 22:06:33,Manchester Airport,Airport,31.27,119.0,73.53
31116,2026-03-13 19:13:47,MediaCityUK,Airport,10.41,34.0,16.32
31117,2025-12-28 18:28:09,Piccadilly,Business,24.04,59.0,57.34
31118,2025-09-27 20:50:55,MediaCityUK,Business,30.9,86.0,55.61
31119,2026-06-03 01:33:56,Piccadilly,Standard,29.88,124.0,52.49
31120,2026-01-30 14:14:00,Manchester Airport,Business,26.02,55.0,32.28
31121,2025-10-02 23:48:31,MediaCityUK,Premium,22.97,53.0,59.57
31122,2026-05-05 23:43:30,Trafford Centre,Premium,16.55,42.0,36.84
31123,2025-08-12 07:53:06,Salford Quays,Standard,9.45,29.0,16.32
31124,2025-08-29 04:46:39,Trafford Centre,Standard,15.88,64.0,19.3
31125,2026-02-09 10:16:36,Stockport,Airport,12.56,55.0,25.79
31126,2025-07-18 07:09:01,Stockport,Premium,2.26,5.0,6.1
31127,2025-08-05 16:15:04,Old Trafford,Premium,26.37,131.0,62.53
31128,2026-04-01 13:08:29,MediaCityUK,Premium,30.3,64.0,73.22
31129,2026-03-02 15:07:58,Deansgate,Airport,12.94,47.0,27.55
31130,2025-08-06 06:26:53,Old Trafford,Airport,8.23,35.0,21.65
31131,2025-10-29 07:57:20,Stockport,Premium,33.36,90.0,44.24
31132,2025-11-09 14:51:49,Old Trafford,Airport,25.53,61.0,37.2
31133,2025-10-10 06:01:05,Old Trafford,Airport,18.88,90.0,33.87
31134,2025-12-16 04:40:26,Deansgate,Premium,16.55,63.0,23.83
31135,2026-01-24 02:49:14,Piccadilly,Premium,31.38,83.0,42.82
31136,2025-08-22 00:35:11,MediaCityUK,Standard,3.91,10.0,7.91
31137,2026-02-20 21:39:33,Old Trafford,Standard,32.98,128.0,83.25
31138,2026-03-28 10:51:52,Deansgate,Premium,33.22,101.0,77.33
31139,2025-11-15 15:33:44,MediaCityUK,Standard,33.92,158.0,79.76
31140,2026-06-14 00:33:40,Deansgate,Business,18.77,43.0,31.05
31141,2025-08-06 17:57:35,Trafford Centre,Airport,8.03,26.0,18.76
31142,2025-09-12 02:38:45,Old Trafford,Premium,15.98,44.0,36.51
31143,2026-01-18 21:31:01,Manchester Airport,Business,2.97,13.0,6.98
31144,2026-01-08 17:58:16,Piccadilly,Standard,24.32,60.0,41.67
31145,2026-03-13 03:26:52,Salford Quays,Business,29.23,99.0,56.66
31146,2025-08-13 07:42:07,Trafford Centre,Business,30.06,125.0,55.74
31147,2025-07-01 06:50:43,Stockport,Standard,7.17,17.0,12.24
31148,2026-03-29 19:25:39,Piccadilly,Business,32.75,139.0,65.39
31149,2025-11-27 13:59:14,Manchester Airport,Airport,15.15,75.0,20.63
31150,2026-02-16 03:11:28,Trafford Centre,Airport,16.7,43.0,38.21
31151,2025-09-24 18:09:34,MediaCityUK,Business,25.25,59.0,33.5
31152,2026-03-06 03:00:39,Stockport,Standard,3.64,17.0,6.74
31153,2026-01-17 04:36:02,Stockport,Airport,28.6,59.0,74.58
31154,2025-12-06 03:08:16,Stockport,Premium,8.69,26.0,19.9
31155,2026-04-24 05:02:39,Stockport,Business,3.01,9.0,5.47
31156,2026-06-19 20:56:57,Trafford Centre,Business,20.42,68.0,28.39
31157,2025-08-15 19:09:50,MediaCityUK,Standard,1.67,7.0,4.02
31158,2026-06-18 03:39:37,Salford Quays,Premium,19.52,49.0,54.62
31159,2026-02-13 17:26:44,MediaCityUK,Premium,2.79,7.0,3.82
31160,2026-02-25 22:24:50,Old Trafford,Airport,34.12,93.0,50.38
31161,2026-06-02 00:43:27,Salford Quays,Standard,3.8,10.0,6.64
31162,2025-07-23 04:53:25,Deansgate,Standard,13.47,51.0,25.85
31163,2026-05-28 16:27:53,Piccadilly,Airport,16.61,50.0,43.95
31164,2025-10-25 14:23:30,MediaCityUK,Premium,5.79,24.0,14.98
31165,2026-04-18 02:14:12,Trafford Centre,Standard,11.19,41.0,17.61
31166,2026-01-03 14:21:12,Old Trafford,Premium,17.53,86.0,37.49
31167,2025-11-12 06:33:06,Trafford Centre,Airport,17.15,66.0,40.46
31168,2026-05-16 15:13:42,Manchester Airport,Standard,7.19,31.0,16.01
31169,2026-05-09 15:14:07,MediaCityUK,Airport,2.36,11.0,5.48
31170,2026-01-12 16:32:39,MediaCityUK,Premium,16.2,39.0,35.46
31171,2026-06-14 18:26:51,Stockport,Premium,31.22,155.0,75.89
31172,2026-01-20 01:33:51,Salford Quays,Airport,31.26,80.0,68.31
31173,2025-07-04 12:10:35,Trafford Centre,Airport,25.65,118.0,63.19
31174,2025-09-30 07:39:58,Piccadilly,Standard,26.95,104.0,64.43
31175,2026-04-07 06:27:19,Piccadilly,Standard,18.57,56.0,22.84
31176,2025-08-25 23:03:44,Salford Quays,Business,34.13,104.0,62.54
31177,2026-03-30 20:05:06,Manchester Airport,Business,1.96,6.0,3.86
31178,2025-07-31 00:45:10,MediaCityUK,Standard,12.4,57.0,32.8
31179,2026-04-30 18:43:30,Stockport,Standard,18.2,66.0,37.4
31180,2025-12-11 15:46:24,Manchester Airport,Standard,8.87,25.0,19.29
31181,2025-07-12 08:23:56,Deansgate,Business,15.09,54.0,30.75
31182,2026-05-24 07:58:01,Piccadilly,Airport,28.0,63.0,69.51
31183,2026-03-23 04:35:14,Salford Quays,Business,10.66,46.0,28.95
31184,2025-12-28 08:01:56,Deansgate,Standard,3.67,17.0,8.1
31185,2026-04-08 01:10:57,Piccadilly,Premium,4.52,17.0,7.23
31186,2026-01-19 07:10:16,Manchester Airport,Standard,20.1,69.0,41.21
31187,2026-02-09 16:20:03,Salford Quays,Business,31.64,122.0,69.12
31188,2026-05-29 17:12:29,Deansgate,Airport,26.21,87.0,66.07
31189,2026-05-28 21:01:33,Old Trafford,Premium,22.79,57.0,51.18
31190,2026-06-06 16:22:55,Piccadilly,Premium,31.68,150.0,65.36
31191,2025-07-24 02:54:34,Piccadilly,Standard,11.53,54.0,28.94
31192,2026-06-03 10:35:04,Stockport,Business,18.79,74.0,50.12
31193,2026-01-19 14:35:02,Stockport,Premium,27.13,133.0,72.33
31194,2026-05-01 12:19:00,Manchester Airport,Standard,30.57,145.0,58.74
31195,2026-05-10 00:14:47,Salford Quays,Premium,21.6,74.0,45.02
31196,2026-05-21 11:54:06,Stockport,Standard,20.95,73.0,33.0
31197,2025-11-03 08:52:46,Manchester Airport,Business,17.32,86.0,28.07
31198,2026-03-08 00:54:21,Trafford Centre,Premium,21.31,64.0,34.83
31199,2026-05-12 08:10:17,MediaCityUK,Business,11.57,39.0,25.72
31200,2026-03-29 06:33:11,Old Trafford,Standard,14.49,53.0,26.32
31201,2026-02-01 15:39:05,Salford Quays,Premium,16.46,48.0,21.28
31202,2026-04-08 21:17:04,Trafford Centre,Premium,29.17,106.0,77.77
31203,2026-05-24 21:54:54,Old Trafford,Premium,12.74,56.0,35.42
31204,2026-02-14 19:26:18,Piccadilly,Business,2.43,12.0,3.84
31205,2026-01-07 09:26:48,Deansgate,Premium,19.57,58.0,42.48
31206,2025-12-11 16:12:18,Old Trafford,Standard,16.42,44.0,36.56
31207,2025-07-29 16:10:31,Old Trafford,Standard,11.25,24.0,27.16
31208,2025-08-23 08:50:47,Old Trafford,Standard,20.22,74.0,44.82
31209,2026-04-28 23:06:42,Old Trafford,Premium,3.74,11.0,10.3
31210,2025-09-23 16:50:25,Old Trafford,Standard,1.48,5.0,3.6
31211,2026-04-14 03:44:04,Salford Quays,Standard,10.25,29.0,12.55
31212,2025-10-25 10:18:25,Piccadilly,Airport,31.94,132.0,64.0
31213,2025-11-04 19:57:24,Trafford Centre,Premium,30.86,139.0,62.3
31214,2026-03-18 08:04:06,Manchester Airport,Airport,34.3,116.0,72.94
31215,2025-07-30 20:00:11,Trafford Centre,Airport,2.94,12.0,7.98
31216,2025-11-28 18:39:01,Deansgate,Premium,4.48,16.0,11.58
31217,2026-05-15 01:23:30,Old Trafford,Premium,5.78,15.0,11.84
31218,2025-09-29 18:15:45,Deansgate,Standard,26.01,78.0,31.62
31219,2025-09-14 13:11:09,Deansgate,Business,17.44,44.0,33.31
31220,2026-01-31 01:47:19,Trafford Centre,Standard,26.0,103.0,31.8
31221,2026-05-20 00:34:47,Deansgate,Business,13.37,33.0,34.07
31222,2026-01-28 06:55:43,Manchester Airport,Airport,5.84,27.0,12.17
31223,2025-12-18 21:01:30,Trafford Centre,Standard,3.88,17.0,6.58
31224,2025-08-18 02:39:39,Manchester Airport,Standard,20.31,69.0,37.17
31225,2026-06-22 16:27:44,Old Trafford,Standard,18.99,77.0,31.42
31226,2025-06-28 01:18:18,Trafford Centre,Standard,2.65,8.0,6.12
31227,2026-02-04 13:44:40,Stockport,Airport,23.73,99.0,39.77
31228,2025-10-26 12:00:28,MediaCityUK,Premium,17.87,39.0,41.1
31229,2025-08-21 21:23:41,Manchester Airport,Standard,29.93,121.0,53.43
31230,2026-04-23 13:25:39,Salford Quays,Premium,10.85,30.0,16.52
31231,2025-12-31 13:08:58,Salford Quays,Airport,33.31,119.0,45.77
31232,2025-10-08 17:23:12,Salford Quays,Business,21.35,58.0,29.72
31233,2026-05-22 15:02:24,MediaCityUK,Airport,23.33,54.0,64.87
31234,2026-01-31 17:53:44,Salford Quays,Airport,2.53,8.0,4.82
31235,2026-01-18 00:45:24,Deansgate,Airport,1.94,8.0,5.01
31236,2025-07-18 17:08:35,Piccadilly,Premium,7.76,18.0,14.79
31237,2025-06-25 06:21:48,Old Trafford,Business,17.56,43.0,28.16
31238,2025-10-13 19:46:26,Salford Quays,Business,28.23,79.0,74.25
31239,2025-09-28 22:04:21,Old Trafford,Standard,15.77,38.0,24.29
31240,2025-07-13 02:15:06,Piccadilly,Premium,31.1,109.0,72.15
31241,2025-08-22 14:34:37,Old Trafford,Premium,12.88,62.0,23.84
31242,2026-01-27 06:12:05,Stockport,Airport,13.45,41.0,25.32
31243,2026-06-17 09:30:43,Trafford Centre,Airport,31.38,67.0,44.38
31244,2026-01-24 01:51:37,Manchester Airport,Premium,16.42,71.0,45.73
31245,2026-04-24 06:49:15,Trafford Centre,Standard,20.24,85.0,35.85
31246,2025-10-24 04:08:46,MediaCityUK,Standard,13.53,33.0,35.64
31247,2026-06-18 12:16:46,Old Trafford,Premium,34.29,137.0,65.48
31248,2026-05-09 09:35:18,Deansgate,Premium,9.75,31.0,12.1
31249,2025-11-19 06:12:08,Stockport,Premium,25.21,100.0,57.97
31250,2025-12-14 00:20:42,Piccadilly,Premium,8.77,31.0,20.39
31251,2026-01-12 14:57:00,Piccadilly,Standard,10.51,28.0,23.0
31252,2026-01-02 07:20:51,MediaCityUK,Premium,33.64,129.0,82.05
31253,2026-02-18 23:21:14,Deansgate,Premium,14.71,60.0,25.13
31254,2025-07-13 17:51:45,Manchester Airport,Standard,34.7,95.0,49.13
31255,2026-06-03 11:30:03,Old Trafford,Standard,15.3,58.0,35.75
31256,2025-07-29 03:59:09,Manchester Airport,Premium,11.01,52.0,18.21
31257,2025-11-11 04:06:11,Manchester Airport,Business,22.83,85.0,55.6
31258,2026-06-05 04:31:48,MediaCityUK,Standard,27.34,101.0,71.51
31259,2025-12-02 00:30:03,Salford Quays,Premium,17.32,59.0,46.78
31260,2025-11-13 08:36:55,Stockport,Business,30.07,117.0,81.14
31261,2026-02-12 01:03:26,Trafford Centre,Business,27.08,61.0,53.41
31262,2026-02-12 10:20:19,Manchester Airport,Airport,15.47,62.0,36.13
31263,2025-06-24 15:51:23,Piccadilly,Airport,20.39,73.0,38.4
31264,2026-06-11 01:18:10,Stockport,Standard,13.42,33.0,37.48
31265,2025-09-08 03:03:06,Deansgate,Standard,13.24,42.0,30.66
31266,2025-12-13 11:20:37,Deansgate,Standard,23.99,115.0,54.75
31267,2026-06-09 19:35:48,Trafford Centre,Premium,14.43,32.0,17.96
31268,2026-03-30 06:22:07,MediaCityUK,Premium,14.24,50.0,17.93
31269,2025-07-10 16:56:49,Deansgate,Standard,24.85,79.0,58.13
31270,2025-08-21 09:23:45,MediaCityUK,Standard,27.0,76.0,39.9
31271,2025-11-14 19:58:21,Salford Quays,Airport,10.88,23.0,15.2
31272,2026-03-08 09:47:41,Stockport,Business,9.69,32.0,18.36
31273,2026-05-04 13:46:55,Old Trafford,Business,18.05,48.0,37.15
31274,2026-02-11 10:35:32,Old Trafford,Airport,5.6,14.0,14.59
31275,2026-06-13 11:53:40,Salford Quays,Premium,2.14,7.0,5.15
31276,2025-12-27 10:32:43,Old Trafford,Premium,2.89,14.0,7.27
31277,2026-05-20 06:10:12,Trafford Centre,Airport,1.47,3.0,2.14
31278,2026-01-03 07:18:28,Trafford Centre,Standard,12.65,57.0,21.42
31279,2026-01-23 16:11:25,Old Trafford,Business,13.56,52.0,19.77
31280,2025-11-21 13:17:48,Manchester Airport,Airport,5.71,17.0,15.93
31281,2025-11-03 10:26:01,Salford Quays,Airport,28.25,132.0,75.35
31282,2025-10-15 15:06:28,MediaCityUK,Airport,15.69,45.0,26.8
31283,2026-04-21 14:38:02,MediaCityUK,Premium,8.38,36.0,11.67
31284,2025-12-07 02:42:04,Stockport,Standard,21.95,96.0,29.94
31285,2025-07-17 04:02:52,Deansgate,Business,8.65,27.0,17.98
31286,2025-08-20 06:14:45,Old Trafford,Airport,23.65,84.0,66.06
31287,2025-09-12 21:22:06,Old Trafford,Standard,19.23,85.0,47.96
31288,2026-04-23 23:54:45,Trafford Centre,Business,8.59,30.0,19.33
31289,2026-02-15 17:34:01,Deansgate,Premium,15.83,61.0,40.72
31290,2025-07-14 06:13:19,Trafford Centre,Business,11.53,27.0,27.9
31291,2025-11-12 01:40:23,Manchester Airport,Airport,26.22,56.0,35.1
31292,2025-10-15 07:08:14,MediaCityUK,Business,7.94,16.0,12.45
31293,2025-11-16 03:15:20,MediaCityUK,Airport,33.14,144.0,90.21
31294,2026-04-27 20:18:58,Old Trafford,Business,12.39,38.0,19.27
31295,2026-04-16 20:40:04,Piccadilly,Airport,10.2,21.0,21.0
31296,2026-02-11 07:04:26,Old Trafford,Standard,22.07,46.0,32.22
31297,2025-09-14 22:34:16,Trafford Centre,Airport,20.51,94.0,32.82
31298,2025-12-03 06:09:23,Manchester Airport,Standard,9.3,31.0,24.34
31299,2026-03-21 07:31:44,Deansgate,Premium,5.62,25.0,11.58
31300,2026-04-18 11:52:27,Manchester Airport,Airport,3.73,16.0,9.68
31301,2026-03-16 22:56:28,Trafford Centre,Airport,10.38,45.0,17.98
31302,2026-04-05 18:52:30,Manchester Airport,Premium,16.13,75.0,41.57
31303,2026-03-20 08:20:23,Old Trafford,Business,19.18,89.0,52.7
31304,2025-10-17 04:15:18,Old Trafford,Airport,32.89,80.0,74.93
31305,2025-10-08 14:14:24,Manchester Airport,Business,27.66,79.0,43.72
31306,2025-07-29 03:10:24,Manchester Airport,Premium,22.52,111.0,49.33
31307,2025-08-06 04:59:50,Salford Quays,Standard,21.24,86.0,31.39
31308,2026-01-12 02:25:22,Trafford Centre,Standard,6.29,27.0,16.27
31309,2025-11-08 12:55:23,MediaCityUK,Business,17.62,53.0,29.05
31310,2026-05-30 17:46:47,Piccadilly,Airport,27.37,98.0,48.48
31311,2025-12-02 16:14:47,Salford Quays,Premium,23.9,95.0,62.34
31312,2026-06-17 21:27:10,Deansgate,Standard,33.89,85.0,46.37
31313,2025-12-12 12:52:03,Stockport,Airport,20.02,63.0,30.38
31314,2026-02-11 05:51:04,Stockport,Airport,9.46,25.0,26.19
31315,2025-09-18 18:22:43,Manchester Airport,Standard,25.41,86.0,37.67
31316,2026-04-19 14:36:04,Deansgate,Standard,34.19,76.0,60.73
31317,2026-06-08 00:23:20,Piccadilly,Standard,7.8,20.0,21.15
31318,2026-03-13 22:48:03,MediaCityUK,Airport,20.42,64.0,28.1
31319,2026-02-05 00:27:42,Piccadilly,Standard,29.11,114.0,79.82
31320,2026-04-03 02:59:32,MediaCityUK,Premium,28.22,122.0,43.95
31321,2026-05-03 15:34:55,Old Trafford,Business,19.36,78.0,26.89
31322,2026-05-10 10:25:23,Piccadilly,Standard,1.57,7.0,3.75
31323,2026-04-25 00:30:58,Salford Quays,Business,1.27,4.0,1.82
31324,2026-01-24 21:34:07,Salford Quays,Premium,21.35,66.0,33.52
31325,2026-02-15 03:01:10,Salford Quays,Airport,2.19,8.0,4.97
31326,2026-04-16 03:51:13,Trafford Centre,Premium,2.82,10.0,5.09
31327,2025-08-06 02:18:53,Trafford Centre,Premium,2.65,11.0,4.61
31328,2025-10-16 07:25:21,Trafford Centre,Premium,12.59,39.0,27.65
31329,2026-03-17 23:07:27,Salford Quays,Business,18.88,58.0,34.64
31330,2025-08-15 01:38:48,Manchester Airport,Premium,26.97,116.0,66.8
31331,2026-06-17 22:58:08,Trafford Centre,Airport,11.8,58.0,21.1
31332,2026-01-01 19:21:53,Trafford Centre,Business,22.82,92.0,41.83
31333,2025-12-01 13:40:56,Deansgate,Premium,25.09,98.0,64.45
31334,2025-06-26 06:55:54,Old Trafford,Standard,5.4,17.0,14.7
31335,2026-05-26 06:03:38,MediaCityUK,Airport,30.85,80.0,72.88
31336,2026-05-09 08:24:32,MediaCityUK,Standard,7.9,29.0,9.71
31337,2026-06-07 03:54:41,MediaCityUK,Standard,16.67,70.0,25.79
31338,2025-07-05 09:28:30,Manchester Airport,Business,2.66,11.0,5.07
31339,2026-04-26 14:24:17,Stockport,Airport,26.0,63.0,72.41
31340,2026-04-23 11:43:50,Deansgate,Airport,19.38,60.0,54.01
31341,2025-07-05 11:48:17,Trafford Centre,Business,1.89,6.0,4.74
31342,2025-08-09 08:13:29,Old Trafford,Airport,32.14,82.0,62.49
31343,2026-01-23 09:09:29,Trafford Centre,Airport,14.58,49.0,39.33
31344,2026-02-02 16:32:30,Stockport,Business,11.21,26.0,16.96
31345,2025-06-28 18:27:18,Old Trafford,Premium,22.3,57.0,38.67
31346,2026-04-02 08:19:42,Piccadilly,Business,33.37,82.0,92.84
31347,2025-12-19 16:59:41,Manchester Airport,Business,29.52,84.0,42.41
