trip_id,full_date,day_name,month_name,year,hour_of_day,time_period,pickup_area,pickup_location_type,dropoff_area,dropoff_location_type,trip_category,distance_miles,duration_minutes,fare,tip,total_earnings,estimated_cost,net_profit,earnings_per_mile,earnings_per_hour,profit_per_hour
34865,2026-06-02,Tuesday,June     ,2026,17,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,28.84,71.00,35.77,0.00,35.77,8.08,27.69,1.24,30.23,23.40
36288,2026-06-02,Tuesday,June     ,2026,19,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,3.59,10.00,8.91,0.00,8.91,1.01,7.90,2.48,53.46,47.43
43714,2026-06-02,Tuesday,June     ,2026,21,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,23.09,110.00,52.27,0.00,52.27,6.47,45.80,2.26,28.51,24.98
26072,2026-06-02,Tuesday,June     ,2026,9,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,11.58,52.00,31.78,0.00,31.78,3.24,28.54,2.74,36.67,32.93
41809,2026-06-02,Tuesday,June     ,2026,5,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,27.59,68.00,57.47,0.00,57.47,7.73,49.74,2.08,50.71,43.89
42875,2026-06-02,Tuesday,June     ,2026,14,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,1.27,5.00,3.29,0.00,3.29,0.36,2.93,2.59,39.48,35.21
15856,2026-06-02,Tuesday,June     ,2026,0,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,28.64,75.00,37.86,0.00,37.86,8.02,29.84,1.32,30.29,23.87
5613,2026-06-02,Tuesday,June     ,2026,6,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,31.63,121.00,46.24,0.00,46.24,8.86,37.38,1.46,22.93,18.54
23830,2026-06-02,Tuesday,June     ,2026,14,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,8.02,17.00,16.61,0.00,16.61,2.25,14.36,2.07,58.62,50.70
5562,2026-06-02,Tuesday,June     ,2026,15,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,15.48,58.00,23.00,0.00,23.00,4.33,18.67,1.49,23.79,19.31
13890,2026-06-02,Tuesday,June     ,2026,1,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,15.32,35.00,35.03,0.00,35.03,4.29,30.74,2.29,60.05,52.70
33364,2026-06-02,Tuesday,June     ,2026,0,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,22.11,67.00,48.42,0.00,48.42,6.19,42.23,2.19,43.36,37.82
25944,2026-06-02,Tuesday,June     ,2026,21,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,6.56,24.00,13.24,0.00,13.24,1.84,11.40,2.02,33.10,28.51
21120,2026-06-02,Tuesday,June     ,2026,8,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,27.23,122.00,61.53,0.00,61.53,7.62,53.91,2.26,30.26,26.51
48273,2026-06-02,Tuesday,June     ,2026,3,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,26.90,65.00,52.54,0.00,52.54,7.53,45.01,1.95,48.50,41.55
17869,2026-06-02,Tuesday,June     ,2026,3,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,32.97,146.00,72.20,0.00,72.20,9.23,62.97,2.19,29.67,25.88
1488,2026-06-02,Tuesday,June     ,2026,1,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,14.71,38.00,18.39,0.00,18.39,4.12,14.27,1.25,29.04,22.53
2953,2026-06-02,Tuesday,June     ,2026,11,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,31.06,143.00,78.94,0.00,78.94,8.70,70.24,2.54,33.12,29.47
32052,2026-06-02,Tuesday,June     ,2026,19,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,15.02,64.00,34.28,0.00,34.28,4.21,30.07,2.28,32.14,28.19
24387,2026-06-02,Tuesday,June     ,2026,19,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,1.88,7.00,4.02,0.00,4.02,0.53,3.49,2.14,34.46,29.95
41681,2026-06-02,Tuesday,June     ,2026,10,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,34.47,108.00,47.39,0.00,47.39,9.65,37.74,1.37,26.33,20.97
14172,2026-06-02,Tuesday,June     ,2026,5,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,17.37,45.00,25.80,0.00,25.80,4.86,20.94,1.49,34.40,27.92
47023,2026-06-02,Tuesday,June     ,2026,20,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,13.90,49.00,25.43,0.00,25.43,3.89,21.54,1.83,31.14,26.37
10623,2026-06-02,Tuesday,June     ,2026,13,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,1.43,7.00,3.67,0.00,3.67,0.40,3.27,2.57,31.46,28.03
18682,2026-06-02,Tuesday,June     ,2026,6,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,3.94,15.00,10.44,0.00,10.44,1.10,9.34,2.65,41.76,37.35
44695,2026-06-02,Tuesday,June     ,2026,20,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,6.05,19.00,14.17,0.00,14.17,1.69,12.48,2.34,44.75,39.40
9863,2026-06-02,Tuesday,June     ,2026,23,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,33.48,84.00,65.51,0.00,65.51,9.37,56.14,1.96,46.79,40.10
9371,2026-06-02,Tuesday,June     ,2026,0,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,9.12,43.00,24.13,0.00,24.13,2.55,21.58,2.65,33.67,30.11
15213,2026-06-02,Tuesday,June     ,2026,19,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,1.42,4.00,3.52,0.00,3.52,0.40,3.12,2.48,52.80,46.84
32624,2026-06-02,Tuesday,June     ,2026,0,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,3.59,8.00,5.42,0.00,5.42,1.01,4.41,1.51,40.65,33.11
22444,2026-06-02,Tuesday,June     ,2026,13,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,20.03,57.00,45.62,0.00,45.62,5.61,40.01,2.28,48.02,42.12
44015,2026-06-02,Tuesday,June     ,2026,22,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,21.22,77.00,45.54,0.00,45.54,5.94,39.60,2.15,35.49,30.86
21946,2026-06-02,Tuesday,June     ,2026,10,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,28.68,92.00,76.92,0.00,76.92,8.03,68.89,2.68,50.17,44.93
36051,2026-06-02,Tuesday,June     ,2026,15,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,26.29,126.00,71.87,0.00,71.87,7.36,64.51,2.73,34.22,30.72
43521,2026-06-02,Tuesday,June     ,2026,5,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,27.73,65.00,61.13,0.00,61.13,7.76,53.37,2.20,56.43,49.26
25926,2026-06-02,Tuesday,June     ,2026,3,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,16.63,45.00,35.06,0.00,35.06,4.66,30.40,2.11,46.75,40.54
46842,2026-06-02,Tuesday,June     ,2026,13,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,32.45,106.00,52.18,0.00,52.18,9.09,43.09,1.61,29.54,24.39
24678,2026-06-02,Tuesday,June     ,2026,5,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,20.14,76.00,52.92,0.00,52.92,5.64,47.28,2.63,41.78,37.33
5583,2026-06-02,Tuesday,June     ,2026,11,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,20.08,71.00,37.14,0.00,37.14,5.62,31.52,1.85,31.39,26.63
47824,2026-06-02,Tuesday,June     ,2026,18,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,27.13,114.00,38.18,0.00,38.18,7.60,30.58,1.41,20.09,16.10
37444,2026-06-02,Tuesday,June     ,2026,15,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,2.24,10.00,3.88,0.00,3.88,0.63,3.25,1.73,23.28,19.52
35364,2026-06-02,Tuesday,June     ,2026,2,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,32.85,90.00,78.02,0.00,78.02,9.20,68.82,2.38,52.01,45.88
27488,2026-06-02,Tuesday,June     ,2026,9,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,33.27,117.00,51.50,0.00,51.50,9.32,42.18,1.55,26.41,21.63
34641,2026-06-02,Tuesday,June     ,2026,3,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,32.05,140.00,72.93,0.00,72.93,8.97,63.96,2.28,31.26,27.41
24272,2026-06-02,Tuesday,June     ,2026,18,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,23.58,49.00,51.77,0.00,51.77,6.60,45.17,2.20,63.39,55.31
23476,2026-06-02,Tuesday,June     ,2026,13,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,31.56,122.00,48.99,0.00,48.99,8.84,40.15,1.55,24.09,19.75
37406,2026-06-02,Tuesday,June     ,2026,9,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,1.09,3.00,1.47,0.00,1.47,0.31,1.16,1.35,29.40,23.30
33185,2026-06-02,Tuesday,June     ,2026,16,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,19.14,54.00,35.28,0.00,35.28,5.36,29.92,1.84,39.20,33.25
31932,2026-06-02,Tuesday,June     ,2026,18,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,21.48,103.00,40.41,0.00,40.41,6.01,34.40,1.88,23.54,20.04
34603,2026-06-02,Tuesday,June     ,2026,11,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,27.31,105.00,64.93,0.00,64.93,7.65,57.28,2.38,37.10,32.73
2335,2026-06-02,Tuesday,June     ,2026,8,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,26.31,97.00,53.81,0.00,53.81,7.37,46.44,2.05,33.28,28.73
42351,2026-06-02,Tuesday,June     ,2026,7,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,24.13,74.00,30.99,0.00,30.99,6.76,24.23,1.28,25.13,19.65
30948,2026-06-02,Tuesday,June     ,2026,3,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,29.10,145.00,60.21,0.00,60.21,8.15,52.06,2.07,24.91,21.54
38877,2026-06-02,Tuesday,June     ,2026,13,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,20.29,81.00,49.47,0.00,49.47,5.68,43.79,2.44,36.64,32.44
33100,2026-06-02,Tuesday,June     ,2026,6,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,8.59,26.00,22.32,0.00,22.32,2.41,19.91,2.60,51.51,45.96
16847,2026-06-02,Tuesday,June     ,2026,6,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,30.55,62.00,42.56,0.00,42.56,8.55,34.01,1.39,41.19,32.91
31901,2026-06-02,Tuesday,June     ,2026,20,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,25.11,61.00,58.36,0.00,58.36,7.03,51.33,2.32,57.40,50.49
42268,2026-06-02,Tuesday,June     ,2026,0,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,14.99,59.00,29.88,0.00,29.88,4.20,25.68,1.99,30.39,26.12
19416,2026-06-02,Tuesday,June     ,2026,3,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,4.53,12.00,9.30,0.00,9.30,1.27,8.03,2.05,46.50,40.16
40452,2026-06-02,Tuesday,June     ,2026,5,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,30.51,106.00,60.88,0.00,60.88,8.54,52.34,2.00,34.46,29.62
41429,2026-06-02,Tuesday,June     ,2026,12,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,15.56,41.00,23.04,0.00,23.04,4.36,18.68,1.48,33.72,27.34
42227,2026-06-02,Tuesday,June     ,2026,8,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,4.04,9.00,10.53,0.00,10.53,1.13,9.40,2.61,70.20,62.66
30908,2026-06-02,Tuesday,June     ,2026,7,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,21.92,64.00,28.99,0.00,28.99,6.14,22.85,1.32,27.18,21.42
45313,2026-06-02,Tuesday,June     ,2026,14,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,26.90,123.00,37.35,0.00,37.35,7.53,29.82,1.39,18.22,14.55
2202,2026-06-02,Tuesday,June     ,2026,19,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,7.38,22.00,9.61,0.00,9.61,2.07,7.54,1.30,26.21,20.57
25337,2026-06-02,Tuesday,June     ,2026,8,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,29.92,87.00,52.57,0.00,52.57,8.38,44.19,1.76,36.26,30.48
38809,2026-06-02,Tuesday,June     ,2026,5,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,16.03,40.00,40.73,0.00,40.73,4.49,36.24,2.54,61.10,54.36
21282,2026-06-02,Tuesday,June     ,2026,4,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,27.11,79.00,37.15,0.00,37.15,7.59,29.56,1.37,28.22,22.45
26084,2026-06-02,Tuesday,June     ,2026,11,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,25.78,68.00,69.63,0.00,69.63,7.22,62.41,2.70,61.44,55.07
9939,2026-06-02,Tuesday,June     ,2026,0,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,24.45,87.00,41.08,0.00,41.08,6.85,34.23,1.68,28.33,23.61
41619,2026-06-02,Tuesday,June     ,2026,14,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,6.94,28.00,12.19,0.00,12.19,1.94,10.25,1.76,26.12,21.96
2105,2026-06-02,Tuesday,June     ,2026,20,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,19.55,82.00,24.92,0.00,24.92,5.47,19.45,1.27,18.23,14.23
49094,2026-06-02,Tuesday,June     ,2026,11,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,19.65,73.00,44.45,0.00,44.45,5.50,38.95,2.26,36.53,32.01
38149,2026-06-02,Tuesday,June     ,2026,2,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,15.84,75.00,27.81,0.00,27.81,4.44,23.37,1.76,22.25,18.70
9498,2026-06-02,Tuesday,June     ,2026,14,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,4.78,12.00,12.84,0.00,12.84,1.34,11.50,2.69,64.20,57.51
32012,2026-06-02,Tuesday,June     ,2026,4,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,23.89,113.00,34.45,0.00,34.45,6.69,27.76,1.44,18.29,14.74
47140,2026-06-02,Tuesday,June     ,2026,17,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,34.42,161.00,54.42,0.00,54.42,9.64,44.78,1.58,20.28,16.69
15498,2026-06-01,Monday,June     ,2026,0,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,18.03,37.00,37.52,0.00,37.52,5.05,32.47,2.08,60.84,52.66
26541,2026-06-01,Monday,June     ,2026,11,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,15.84,73.00,41.28,0.00,41.28,4.44,36.84,2.61,33.93,30.28
21808,2026-06-01,Monday,June     ,2026,19,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,16.29,44.00,37.53,0.00,37.53,4.56,32.97,2.30,51.18,44.96
15772,2026-06-01,Monday,June     ,2026,7,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,32.39,136.00,74.27,0.00,74.27,9.07,65.20,2.29,32.77,28.77
4013,2026-06-01,Monday,June     ,2026,22,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,19.32,42.00,36.53,0.00,36.53,5.41,31.12,1.89,52.19,44.46
4011,2026-06-01,Monday,June     ,2026,13,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,21.78,49.00,51.79,0.00,51.79,6.10,45.69,2.38,63.42,55.95
35871,2026-06-01,Monday,June     ,2026,3,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,10.60,50.00,18.50,0.00,18.50,2.97,15.53,1.75,22.20,18.64
17419,2026-06-01,Monday,June     ,2026,7,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,28.54,116.00,75.25,0.00,75.25,7.99,67.26,2.64,38.92,34.79
11894,2026-06-01,Monday,June     ,2026,10,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,29.12,86.00,51.64,0.00,51.64,8.15,43.49,1.77,36.03,30.34
21792,2026-06-01,Monday,June     ,2026,11,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,12.97,59.00,28.57,0.00,28.57,3.63,24.94,2.20,29.05,25.36
492,2026-06-01,Monday,June     ,2026,18,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,16.71,71.00,34.49,0.00,34.49,4.68,29.81,2.06,29.15,25.19
489,2026-06-01,Monday,June     ,2026,19,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,17.31,50.00,31.96,0.00,31.96,4.85,27.11,1.85,38.35,32.54
42076,2026-06-01,Monday,June     ,2026,10,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,1.77,4.00,3.28,0.00,3.28,0.50,2.78,1.85,49.20,41.77
11082,2026-06-01,Monday,June     ,2026,8,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,5.68,22.00,15.24,0.00,15.24,1.59,13.65,2.68,41.56,37.23
8655,2026-06-01,Monday,June     ,2026,13,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,7.61,32.00,12.02,0.00,12.02,2.13,9.89,1.58,22.54,18.54
31295,2026-06-01,Monday,June     ,2026,22,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,19.78,69.00,48.14,0.00,48.14,5.54,42.60,2.43,41.86,37.04
11141,2026-06-01,Monday,June     ,2026,13,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,3.74,16.00,10.05,0.00,10.05,1.05,9.00,2.69,37.69,33.76
13792,2026-06-01,Monday,June     ,2026,0,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,29.00,58.00,41.51,0.00,41.51,8.12,33.39,1.43,42.94,34.54
30976,2026-06-01,Monday,June     ,2026,19,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,29.78,144.00,37.26,0.00,37.26,8.34,28.92,1.25,15.53,12.05
21262,2026-06-01,Monday,June     ,2026,4,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,33.01,89.00,89.41,0.00,89.41,9.24,80.17,2.71,60.28,54.05
18332,2026-06-01,Monday,June     ,2026,13,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,3.91,8.00,7.22,0.00,7.22,1.09,6.13,1.85,54.15,45.94
42033,2026-06-01,Monday,June     ,2026,13,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,5.57,20.00,13.92,0.00,13.92,1.56,12.36,2.50,41.76,37.08
38676,2026-06-01,Monday,June     ,2026,19,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,6.01,21.00,12.62,0.00,12.62,1.68,10.94,2.10,36.06,31.25
234,2026-06-01,Monday,June     ,2026,18,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,11.73,37.00,29.36,0.00,29.36,3.28,26.08,2.50,47.61,42.28
37076,2026-06-01,Monday,June     ,2026,13,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,29.72,84.00,53.43,0.00,53.43,8.32,45.11,1.80,38.16,32.22
11343,2026-06-01,Monday,June     ,2026,11,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,16.38,67.00,37.08,0.00,37.08,4.59,32.49,2.26,33.21,29.10
25208,2026-06-01,Monday,June     ,2026,4,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,12.32,58.00,25.54,0.00,25.54,3.45,22.09,2.07,26.42,22.85
40345,2026-06-01,Monday,June     ,2026,5,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,29.44,104.00,55.61,0.00,55.61,8.24,47.37,1.89,32.08,27.33
6648,2026-06-01,Monday,June     ,2026,11,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,6.26,28.00,13.63,0.00,13.63,1.75,11.88,2.18,29.21,25.45
1817,2026-06-01,Monday,June     ,2026,9,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,1.08,4.00,2.57,0.00,2.57,0.30,2.27,2.38,38.55,34.01
30833,2026-06-01,Monday,June     ,2026,16,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,1.32,7.00,1.99,0.00,1.99,0.37,1.62,1.51,17.06,13.89
37049,2026-06-01,Monday,June     ,2026,11,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,32.04,109.00,83.61,0.00,83.61,8.97,74.64,2.61,46.02,41.09
41255,2026-06-01,Monday,June     ,2026,12,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,31.04,70.00,57.83,0.00,57.83,8.69,49.14,1.86,49.57,42.12
7801,2026-06-01,Monday,June     ,2026,7,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,26.81,66.00,38.74,0.00,38.74,7.51,31.23,1.44,35.22,28.39
24558,2026-06-01,Monday,June     ,2026,3,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,34.10,137.00,42.64,0.00,42.64,9.55,33.09,1.25,18.67,14.49
41005,2026-06-01,Monday,June     ,2026,4,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,19.81,57.00,43.52,0.00,43.52,5.55,37.97,2.20,45.81,39.97
21773,2026-06-01,Monday,June     ,2026,17,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,26.93,84.00,36.02,0.00,36.02,7.54,28.48,1.34,25.73,20.34
12618,2026-06-01,Monday,June     ,2026,11,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,16.55,66.00,36.99,0.00,36.99,4.63,32.36,2.24,33.63,29.41
12276,2026-06-01,Monday,June     ,2026,8,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,1.51,4.00,2.93,0.00,2.93,0.42,2.51,1.94,43.95,37.61
879,2026-06-01,Monday,June     ,2026,3,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,12.83,36.00,21.88,0.00,21.88,3.59,18.29,1.71,36.47,30.48
3515,2026-06-01,Monday,June     ,2026,0,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,1.39,6.00,3.05,0.00,3.05,0.39,2.66,2.19,30.50,26.61
28704,2026-06-01,Monday,June     ,2026,4,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,10.37,23.00,20.35,0.00,20.35,2.90,17.45,1.96,53.09,45.51
17684,2026-06-01,Monday,June     ,2026,16,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,14.29,45.00,19.18,0.00,19.18,4.00,15.18,1.34,25.57,20.24
38553,2026-06-01,Monday,June     ,2026,3,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,12.06,28.00,21.36,0.00,21.36,3.38,17.98,1.77,45.77,38.54
5656,2026-06-01,Monday,June     ,2026,3,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,25.00,96.00,66.69,0.00,66.69,7.00,59.69,2.67,41.68,37.31
31757,2026-06-01,Monday,June     ,2026,0,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,28.99,94.00,37.32,0.00,37.32,8.12,29.20,1.29,23.82,18.64
13255,2026-06-01,Monday,June     ,2026,13,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,27.46,72.00,48.09,0.00,48.09,7.69,40.40,1.75,40.08,33.67
31161,2026-06-01,Monday,June     ,2026,11,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,19.10,53.00,26.87,0.00,26.87,5.35,21.52,1.41,30.42,24.36
19025,2026-06-01,Monday,June     ,2026,6,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,8.01,23.00,22.36,0.00,22.36,2.24,20.12,2.79,58.33,52.48
40830,2026-06-01,Monday,June     ,2026,22,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,5.17,15.00,10.67,0.00,10.67,1.45,9.22,2.06,42.68,36.89
18193,2026-06-01,Monday,June     ,2026,16,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,28.03,136.00,75.41,0.00,75.41,7.85,67.56,2.69,33.27,29.81
48407,2026-06-01,Monday,June     ,2026,9,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,9.01,45.00,20.37,0.00,20.37,2.52,17.85,2.26,27.16,23.80
35552,2026-06-01,Monday,June     ,2026,18,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,30.60,128.00,61.64,0.00,61.64,8.57,53.07,2.01,28.89,24.88
25975,2026-06-01,Monday,June     ,2026,8,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,1.39,3.00,2.64,0.00,2.64,0.39,2.25,1.90,52.80,45.02
46044,2026-06-01,Monday,June     ,2026,2,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,27.40,90.00,43.68,0.00,43.68,7.67,36.01,1.59,29.12,24.01
15368,2026-06-01,Monday,June     ,2026,22,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,6.05,13.00,7.81,0.00,7.81,1.69,6.12,1.29,36.05,28.23
31132,2026-06-01,Monday,June     ,2026,13,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,29.71,87.00,40.08,0.00,40.08,8.32,31.76,1.35,27.64,21.90
36299,2026-06-01,Monday,June     ,2026,17,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,19.37,53.00,31.73,0.00,31.73,5.42,26.31,1.64,35.92,29.78
807,2026-06-01,Monday,June     ,2026,18,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,11.28,51.00,13.55,0.00,13.55,3.16,10.39,1.20,15.94,12.23
3152,2026-06-01,Monday,June     ,2026,20,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,31.86,75.00,51.97,0.00,51.97,8.92,43.05,1.63,41.58,34.44
